번호,대리점,이름,연락처,생년월일,주소,면허종류,흡연유무,탁송보험,사고점수,평점,고객리뷰,신뢰도,등급,비고
26_441,부산대리점,이서준,010-3996-4432,681044,부산 중앙9길 13,2종 보통,무,현대해상,6,95,99,91,A,
26_442,부산대리점,최이안,010-7571-1762,651029,부산 중앙9길 13,1종 보통,무,현대해상,1,100,91,90,A,
26_443,부산대리점,한서아,010-8090-4327,601177,부산 중앙9길 13,1종 대형,무,현대해상,1,98,97,90,C,
26_444,부산대리점,강지수,010-8729-7296,541179,부산 강남대로 100,1종 대형,무,현대해상,7,95,91,100,C,
26_445,부산대리점,송지아,010-1261-9398,711225,부산 중앙9길 13,1종 대형,무,DB손해,0,100,91,96,A,
26_446,부산대리점,박도현,010-8898-7476,971042,부산 강남대로 100,2종 보통,무,현대해상,8,96,97,96,B,
26_447,부산대리점,한서아,010-8685-2138,801071,부산 중앙9길 13,2종 보통,무,DB손해,9,95,99,100,B,
26_448,부산대리점,정하윤,010-3664-5341,611091,부산 강남대로 100,2종 보통,무,DB손해,8,94,98,90,B,
26_449,부산대리점,장성우,010-1841-3657,761156,부산 강남대로 100,1종 대형,무,DB손해,8,97,96,92,C,
26_450,부산대리점,송지아,010-2713-8033,681103,부산 중앙9길 13,1종 보통,무,KB손해,7,92,96,93,B,
26_451,부산대리점,최이안,010-6897-9384,631019,부산 효자동 123-9,1종 대형,무,DB손해,7,99,95,90,C,
26_452,부산대리점,정하윤,010-3305-2305,751007,부산 강남대로 100,1종 보통,무,KB손해,9,99,93,94,C,
26_453,부산대리점,강지수,010-5952-6815,931124,부산 강남대로 100,1종 대형,무,현대해상,3,94,97,94,C,
26_454,부산대리점,장성우,010-6512-7762,611117,부산 강남대로 100,1종 보통,무,KB손해,1,100,93,93,B,
26_455,부산대리점,김민준,010-9823-8515,651116,부산 중앙9길 13,2종 보통,무,DB손해,4,92,97,99,B,
26_456,부산대리점,강지수,010-4502-4603,581225,부산 중앙9길 13,2종 보통,무,KB손해,4,98,94,99,C,
26_457,부산대리점,장병국,010-5561-2139,851021,부산 강남대로 100,2종 보통,무,KB손해,3,94,94,100,C,
26_458,부산대리점,이서준,010-3291-3127,821198,부산 강남대로 100,2종 보통,무,현대해상,6,91,93,97,A,
26_459,부산대리점,이서준,010-6915-6143,551165,부산 중앙9길 13,1종 대형,무,현대해상,6,92,92,92,A,
26_460,부산대리점,한서아,010-2529-2168,701044,부산 중앙9길 13,1종 보통,무,DB손해,0,95,99,91,B,
26_461,부산대리점,김민준,010-7317-9920,621076,부산 강남대로 100,2종 보통,무,DB손해,3,95,97,95,A,
26_462,부산대리점,송지아,010-3513-3888,551152,부산 강남대로 100,1종 대형,무,DB손해,7,95,92,94,C,
26_463,부산대리점,김민준,010-7086-1483,851035,부산 강남대로 100,1종 대형,무,DB손해,4,95,97,94,A,
26_464,부산대리점,송지아,010-4245-4951,771206,부산 효자동 123-9,2종 보통,무,KB손해,2,96,99,90,A,
26_465,부산대리점,송지아,010-3616-1142,651020,부산 중앙9길 13,1종 보통,무,KB손해,1,100,95,97,C,
26_466,부산대리점,장병국,010-3679-6324,811073,부산 강남대로 100,1종 보통,무,현대해상,4,95,100,94,C,
26_467,부산대리점,김민준,010-6766-9020,881231,부산 강남대로 100,1종 대형,무,DB손해,1,92,92,100,B,
26_468,부산대리점,한서아,010-2074-2211,891056,부산 중앙9길 13,2종 보통,무,DB손해,5,97,94,96,B,
26_469,부산대리점,정하윤,010-2073-8617,991085,부산 중앙9길 13,1종 보통,무,KB손해,9,99,96,99,B,
26_470,부산대리점,이서준,010-4934-9130,711066,부산 강남대로 100,1종 대형,무,KB손해,10,94,98,99,B,
26_471,부산대리점,장병국,010-9686-8887,791083,부산 강남대로 100,1종 보통,무,DB손해,6,93,100,91,C,
26_472,부산대리점,한서아,010-1490-9143,921043,부산 중앙9길 13,1종 대형,무,현대해상,6,100,98,90,B,
26_473,부산대리점,정하윤,010-9728-3354,611201,부산 강남대로 100,1종 보통,무,KB손해,3,95,100,93,C,
26_474,부산대리점,박도현,010-8247-1833,621164,부산 중앙9길 13,1종 보통,무,DB손해,2,95,95,90,A,
26_475,부산대리점,김민준,010-3612-7979,871016,부산 중앙9길 13,2종 보통,무,KB손해,0,97,99,98,A,
26_476,부산대리점,송지아,010-8223-5051,871110,부산 효자동 123-9,1종 대형,무,현대해상,10,100,100,93,A,
26_477,부산대리점,최이안,010-4420-8354,851077,부산 중앙9길 13,1종 대형,무,KB손해,5,91,95,92,A,
26_478,부산대리점,송지아,010-7930-5961,721188,부산 중앙9길 13,1종 대형,무,KB손해,4,100,91,92,A,
26_479,부산대리점,김민준,010-3867-8638,901228,부산 효자동 123-9,2종 보통,무,현대해상,3,96,97,92,A,
26_480,부산대리점,장병국,010-2240-3031,981161,부산 중앙9길 13,2종 보통,무,DB손해,7,98,93,96,C,
26_481,부산대리점,송지아,010-4106-1771,501187,부산 강남대로 100,1종 보통,무,DB손해,1,90,92,99,A,
26_482,부산대리점,장병국,010-5683-1598,981201,부산 효자동 123-9,1종 보통,무,DB손해,10,93,90,96,A,
26_483,부산대리점,최이안,010-4023-2754,661183,부산 효자동 123-9,1종 대형,무,현대해상,9,93,95,92,B,
26_484,부산대리점,김민준,010-3146-9222,761019,부산 강남대로 100,1종 대형,무,DB손해,8,95,98,91,B,
26_485,부산대리점,장성우,010-5848-6891,981197,부산 효자동 123-9,1종 대형,무,현대해상,10,95,93,95,C,
26_486,부산대리점,한서아,010-2371-4474,941072,부산 중앙9길 13,2종 보통,무,DB손해,3,92,96,98,C,
26_487,부산대리점,장성우,010-4476-3671,511197,부산 중앙9길 13,1종 대형,무,DB손해,1,96,99,91,B,
26_488,부산대리점,이서준,010-9493-6057,831078,부산 효자동 123-9,2종 보통,무,현대해상,9,95,95,96,A,
26_489,부산대리점,장병국,010-9898-2556,931123,부산 효자동 123-9,2종 보통,무,KB손해,3,95,93,92,C,
26_490,부산대리점,강지수,010-3458-5053,581161,부산 효자동 123-9,2종 보통,무,KB손해,5,99,93,90,C,
26_491,부산대리점,정하윤,010-3371-1562,521165,부산 효자동 123-9,1종 보통,무,DB손해,3,97,98,98,B,
26_492,부산대리점,정하윤,010-4626-7036,801012,부산 중앙9길 13,1종 보통,무,KB손해,0,92,96,92,B,
26_493,부산대리점,장성우,010-6142-7623,611200,부산 중앙9길 13,1종 보통,무,DB손해,3,100,98,99,B,
26_494,부산대리점,박도현,010-8930-8112,621056,부산 강남대로 100,1종 보통,무,DB손해,8,93,94,91,C,
26_495,부산대리점,한서아,010-5544-8083,531031,부산 강남대로 100,1종 보통,무,KB손해,2,93,96,96,A,
26_496,부산대리점,장병국,010-9795-7792,651036,부산 강남대로 100,1종 보통,무,현대해상,3,99,96,97,A,
26_497,부산대리점,정하윤,010-6414-7158,751122,부산 강남대로 100,1종 보통,무,KB손해,9,90,95,98,C,
26_498,부산대리점,장병국,010-8279-7304,921103,부산 중앙9길 13,1종 대형,무,현대해상,6,97,90,99,A,
26_499,부산대리점,박도현,010-6623-4864,881223,부산 강남대로 100,1종 보통,무,KB손해,7,90,92,96,A,
26_500,부산대리점,이서준,010-9764-1583,901080,부산 효자동 123-9,2종 보통,무,DB손해,4,100,97,96,C,
26_501,대구대리점,장성우,010-2114-6387,901081,대구 효자동 123-9,1종 보통,무,현대해상,6,96,93,96,A,
26_502,대구대리점,이서준,010-9521-8147,531078,대구 중앙9길 13,2종 보통,무,DB손해,0,97,97,93,B,
26_503,대구대리점,강지수,010-4745-8725,551146,대구 강남대로 100,2종 보통,무,KB손해,10,97,94,90,C,
26_504,대구대리점,장병국,010-4570-5069,821160,대구 효자동 123-9,1종 대형,무,현대해상,3,95,94,92,B,
26_505,대구대리점,정하윤,010-8058-6919,781078,대구 중앙9길 13,1종 대형,무,DB손해,4,100,90,99,A,
26_506,대구대리점,장병국,010-3610-8340,681215,대구 중앙9길 13,1종 대형,무,KB손해,10,97,96,94,B,
26_507,대구대리점,이서준,010-1284-6743,721055,대구 효자동 123-9,2종 보통,무,KB손해,6,95,97,98,C,
26_508,대구대리점,정하윤,010-1476-8709,651063,대구 효자동 123-9,1종 대형,무,DB손해,5,92,90,91,B,
26_509,대구대리점,김민준,010-9593-8464,571165,대구 강남대로 100,2종 보통,무,현대해상,3,95,99,100,C,
26_510,대구대리점,장병국,010-7288-2319,791221,대구 효자동 123-9,1종 보통,무,현대해상,3,99,98,95,C,
26_511,대구대리점,최이안,010-3635-5372,651121,대구 효자동 123-9,2종 보통,무,현대해상,2,100,97,94,B,
26_512,대구대리점,강지수,010-1496-2462,631069,대구 중앙9길 13,2종 보통,무,현대해상,10,98,92,100,A,
26_513,대구대리점,송지아,010-3528-4403,851121,대구 강남대로 100,1종 보통,무,현대해상,7,90,98,92,A,
26_514,대구대리점,강지수,010-1205-2781,601228,대구 강남대로 100,2종 보통,무,현대해상,6,92,91,95,B,
26_515,대구대리점,장병국,010-7135-4969,971095,대구 효자동 123-9,1종 대형,무,현대해상,4,97,98,91,A,
26_516,대구대리점,장병국,010-9412-3094,921138,대구 효자동 123-9,1종 보통,무,DB손해,7,93,93,99,B,
26_517,대구대리점,송지아,010-7961-8649,651063,대구 중앙9길 13,1종 대형,무,DB손해,6,96,100,100,B,
26_518,대구대리점,강지수,010-3943-3083,521052,대구 강남대로 100,1종 보통,무,DB손해,3,100,94,96,A,
26_519,대구대리점,송지아,010-2852-7149,531121,대구 중앙9길 13,1종 대형,무,KB손해,8,94,95,93,B,
26_520,대구대리점,이서준,010-5032-4127,861218,대구 효자동 123-9,2종 보통,무,현대해상,8,90,95,93,A,
26_521,대구대리점,김민준,010-6981-1007,981182,대구 효자동 123-9,2종 보통,무,KB손해,6,98,98,93,B,
26_522,대구대리점,송지아,010-1627-6084,891154,대구 강남대로 100,1종 보통,무,KB손해,8,92,99,91,A,
26_523,대구대리점,강지수,010-5439-5965,961029,대구 중앙9길 13,1종 대형,무,KB손해,2,93,94,95,C,
26_524,대구대리점,송지아,010-7554-4480,541129,대구 효자동 123-9,2종 보통,무,KB손해,4,90,99,99,C,
26_525,대구대리점,송지아,010-9497-4558,691141,대구 중앙9길 13,1종 보통,무,현대해상,1,100,94,93,C,
26_526,대구대리점,이서준,010-4017-9696,831086,대구 중앙9길 13,1종 대형,무,KB손해,7,100,90,93,A,
26_527,대구대리점,송지아,010-6214-1445,911225,대구 강남대로 100,2종 보통,무,현대해상,6,96,98,93,B,
26_528,대구대리점,강지수,010-6357-7037,781064,대구 중앙9길 13,2종 보통,무,KB손해,0,94,90,90,A,
26_529,대구대리점,장성우,010-1623-1252,711035,대구 강남대로 100,1종 대형,무,DB손해,10,94,98,96,C,
26_530,대구대리점,정하윤,010-8509-3533,671142,대구 효자동 123-9,1종 대형,무,DB손해,8,92,97,97,C,
26_531,대구대리점,박도현,010-7730-1078,891130,대구 효자동 123-9,1종 보통,무,현대해상,10,100,97,94,C,
26_532,대구대리점,송지아,010-3796-7842,751130,대구 강남대로 100,1종 보통,무,현대해상,1,91,100,93,A,
26_533,대구대리점,한서아,010-3955-9857,681001,대구 효자동 123-9,1종 보통,무,현대해상,0,96,90,97,B,
26_534,대구대리점,최이안,010-1738-9636,571076,대구 효자동 123-9,1종 보통,무,DB손해,10,91,99,93,B,
26_535,대구대리점,이서준,010-8387-8146,581096,대구 효자동 123-9,1종 대형,무,KB손해,1,95,91,96,A,
26_536,대구대리점,이서준,010-6513-4440,561120,대구 중앙9길 13,1종 대형,무,현대해상,6,90,99,94,B,
26_537,대구대리점,김민준,010-5160-3290,511019,대구 중앙9길 13,1종 대형,무,DB손해,1,93,96,97,A,
26_538,대구대리점,장병국,010-3058-8829,571181,대구 효자동 123-9,1종 대형,무,KB손해,0,93,94,97,C,
26_539,대구대리점,김민준,010-7872-2603,601225,대구 중앙9길 13,1종 보통,무,DB손해,7,94,97,97,C,
26_540,대구대리점,박도현,010-1699-2729,801134,대구 강남대로 100,1종 보통,무,DB손해,10,100,93,99,A,
26_541,대구대리점,최이안,010-2279-9494,581178,대구 중앙9길 13,1종 대형,무,DB손해,9,94,97,92,B,
26_542,대구대리점,최이안,010-3752-9147,791040,대구 효자동 123-9,2종 보통,무,현대해상,1,95,90,90,A,
26_543,대구대리점,장병국,010-7775-2318,741033,대구 중앙9길 13,1종 대형,무,DB손해,6,93,98,94,C,
26_544,대구대리점,김민준,010-8066-5669,931185,대구 강남대로 100,1종 대형,무,DB손해,6,91,94,92,A,
26_545,대구대리점,정하윤,010-1374-3947,861143,대구 강남대로 100,2종 보통,무,현대해상,9,93,94,92,A,
26_546,대구대리점,박도현,010-7409-9705,811082,대구 강남대로 100,1종 보통,무,KB손해,4,99,100,93,C,
26_547,대구대리점,강지수,010-2826-6344,701117,대구 효자동 123-9,2종 보통,무,현대해상,8,98,90,100,B,
26_548,대구대리점,송지아,010-8011-4332,951198,대구 강남대로 100,2종 보통,무,KB손해,5,97,98,95,C,
26_549,대구대리점,김민준,010-3989-5036,811030,대구 중앙9길 13,2종 보통,무,현대해상,7,97,96,93,C,
26_550,대구대리점,한서아,010-3600-8286,891147,대구 효자동 123-9,1종 보통,무,현대해상,8,95,96,92,A,
26_551,대구대리점,한서아,010-4292-3048,591123,대구 중앙9길 13,1종 보통,무,DB손해,8,91,98,90,C,
26_552,대구대리점,김민준,010-2620-3934,901213,대구 강남대로 100,1종 보통,무,현대해상,4,94,97,96,A,
26_553,대구대리점,이서준,010-7412-2467,501019,대구 효자동 123-9,1종 대형,무,KB손해,7,92,98,93,B,
26_554,대구대리점,송지아,010-1905-3708,821059,대구 중앙9길 13,1종 보통,무,KB손해,5,94,96,90,B,
26_555,대구대리점,김민준,010-8578-1357,631162,대구 강남대로 100,1종 대형,무,현대해상,3,94,94,91,B,
26_556,대구대리점,송지아,010-5758-1987,731006,대구 효자동 123-9,1종 보통,무,현대해상,9,95,99,100,C,
26_557,대구대리점,한서아,010-6052-6437,931224,대구 효자동 123-9,1종 보통,무,현대해상,9,97,98,94,A,
26_558,대구대리점,김민준,010-9199-6644,951046,대구 효자동 123-9,1종 대형,무,DB손해,5,92,94,91,C,
26_559,대구대리점,장병국,010-1168-6648,961153,대구 강남대로 100,1종 대형,무,DB손해,3,92,93,95,A,
26_560,대구대리점,박도현,010-1092-7606,821091,대구 효자동 123-9,1종 대형,무,DB손해,7,95,97,91,C,
26_561,대구대리점,장성우,010-7603-8872,851215,대구 효자동 123-9,1종 대형,무,KB손해,1,94,93,95,B,
26_562,대구대리점,강지수,010-3748-7399,831090,대구 효자동 123-9,1종 보통,무,KB손해,5,95,96,94,A,
26_563,대구대리점,강지수,010-9570-2082,651147,대구 효자동 123-9,1종 대형,무,DB손해,3,92,100,93,B,
26_564,대구대리점,송지아,010-3247-3854,881223,대구 강남대로 100,1종 보통,무,현대해상,9,93,94,96,B,
26_565,대구대리점,강지수,010-7716-7499,821212,대구 효자동 123-9,1종 대형,무,DB손해,8,92,91,99,B,
26_566,대구대리점,송지아,010-3848-8133,791164,대구 강남대로 100,1종 보통,무,현대해상,10,92,90,100,C,
26_567,대구대리점,김민준,010-8056-3763,681125,대구 중앙9길 13,1종 보통,무,KB손해,0,92,91,99,C,
26_568,대구대리점,박도현,010-3059-1145,771131,대구 강남대로 100,2종 보통,무,KB손해,5,96,100,92,A,
26_569,대구대리점,정하윤,010-4693-8709,951204,대구 강남대로 100,1종 대형,무,현대해상,2,92,94,92,B,
26_570,대구대리점,송지아,010-9258-3383,611066,대구 강남대로 100,1종 보통,무,현대해상,10,90,96,90,A,
26_571,대구대리점,장성우,010-2024-8684,791170,대구 강남대로 100,1종 보통,무,DB손해,2,91,91,98,B,
26_572,대구대리점,한서아,010-2937-7015,721189,대구 강남대로 100,2종 보통,무,KB손해,4,99,100,97,B,
26_573,대구대리점,장성우,010-3940-5225,591066,대구 효자동 123-9,1종 대형,무,KB손해,10,96,96,100,C,
26_574,대구대리점,장성우,010-4176-5571,831051,대구 중앙9길 13,1종 대형,무,현대해상,7,94,98,95,B,
26_575,대구대리점,최이안,010-4488-5975,991209,대구 효자동 123-9,2종 보통,무,KB손해,3,91,93,93,B,
26_576,대구대리점,정하윤,010-5950-1571,891163,대구 강남대로 100,2종 보통,무,KB손해,0,93,99,94,C,
26_577,대구대리점,박도현,010-8170-4432,771077,대구 강남대로 100,1종 보통,무,KB손해,1,94,90,100,B,
26_578,대구대리점,박도현,010-3574-1641,531060,대구 효자동 123-9,1종 대형,무,현대해상,8,93,100,98,A,
26_579,대구대리점,정하윤,010-7365-3524,641219,대구 강남대로 100,1종 보통,무,현대해상,4,94,100,94,B,
26_580,대구대리점,최이안,010-5279-9037,811103,대구 강남대로 100,2종 보통,무,현대해상,0,91,99,94,B,
26_581,대구대리점,최이안,010-4083-5967,841182,대구 효자동 123-9,1종 보통,무,DB손해,9,100,94,93,C,
26_582,대구대리점,정하윤,010-4907-2710,861211,대구 중앙9길 13,2종 보통,무,KB손해,2,100,92,92,C,
26_583,대구대리점,박도현,010-1754-1808,921159,대구 강남대로 100,2종 보통,무,현대해상,2,92,93,100,A,
26_584,대구대리점,김민준,010-1542-8781,741016,대구 강남대로 100,1종 대형,무,DB손해,9,94,99,94,C,
26_585,대구대리점,김민준,010-2449-4098,511136,대구 효자동 123-9,1종 대형,무,현대해상,0,93,99,93,A,
26_586,대구대리점,강지수,010-2843-1114,651156,대구 중앙9길 13,2종 보통,무,현대해상,8,94,94,92,C,
26_587,대구대리점,정하윤,010-7879-3592,751222,대구 중앙9길 13,1종 대형,무,KB손해,7,93,97,96,C,
26_588,대구대리점,박도현,010-2974-4294,691051,대구 효자동 123-9,2종 보통,무,DB손해,10,98,99,96,B,
26_589,대구대리점,장성우,010-6742-5682,811188,대구 중앙9길 13,1종 대형,무,KB손해,0,95,92,95,B,
26_590,대구대리점,송지아,010-6533-2718,721029,대구 강남대로 100,1종 대형,무,현대해상,5,90,91,99,C,
26_591,대구대리점,송지아,010-2522-1416,951047,대구 중앙9길 13,1종 보통,무,KB손해,7,92,98,96,A,
26_592,대구대리점,정하윤,010-8163-1816,961124,대구 효자동 123-9,2종 보통,무,현대해상,9,100,91,99,A,
26_593,대구대리점,송지아,010-3458-6974,891003,대구 효자동 123-9,1종 대형,무,DB손해,0,95,96,90,C,
26_594,대구대리점,박도현,010-7847-6574,721033,대구 강남대로 100,2종 보통,무,DB손해,6,99,90,100,B,
26_595,대구대리점,장병국,010-5811-5935,861209,대구 효자동 123-9,2종 보통,무,현대해상,9,98,95,90,C,
26_596,대구대리점,이서준,010-1903-6872,501127,대구 강남대로 100,2종 보통,무,DB손해,2,92,95,97,B,
26_597,대구대리점,박도현,010-3808-6503,991045,대구 강남대로 100,1종 보통,무,KB손해,3,95,100,94,B,
26_598,대구대리점,송지아,010-8294-3158,761036,대구 강남대로 100,2종 보통,무,DB손해,5,99,92,93,A,
26_599,대구대리점,장성우,010-7738-4792,561021,대구 중앙9길 13,1종 대형,무,KB손해,3,90,98,99,B,
26_600,대구대리점,이서준,010-8273-4472,661224,대구 강남대로 100,2종 보통,무,KB손해,8,92,90,96,C,
26_601,대전대리점,정하윤,010-3495-4184,761175,대전 중앙9길 13,1종 보통,무,DB손해,2,94,94,95,A,
26_602,대전대리점,장병국,010-2219-6046,891130,대전 효자동 123-9,2종 보통,무,현대해상,5,93,99,98,B,
26_603,대전대리점,김민준,010-8232-3096,631081,대전 강남대로 100,1종 대형,무,현대해상,7,99,98,99,A,
26_604,대전대리점,이서준,010-1532-5412,761217,대전 강남대로 100,1종 보통,무,KB손해,8,93,93,97,C,
26_605,대전대리점,최이안,010-9898-6122,621212,대전 강남대로 100,1종 대형,무,현대해상,6,93,90,93,C,
26_606,대전대리점,강지수,010-8065-5666,731188,대전 중앙9길 13,1종 대형,무,DB손해,8,96,97,90,A,
26_607,대전대리점,정하윤,010-1199-5424,531009,대전 강남대로 100,2종 보통,무,DB손해,7,98,100,94,A,
26_608,대전대리점,최이안,010-3329-1219,781042,대전 효자동 123-9,1종 보통,무,KB손해,8,99,93,93,A,
26_609,대전대리점,한서아,010-9293-1448,841130,대전 강남대로 100,2종 보통,무,현대해상,10,98,94,94,C,
26_610,대전대리점,최이안,010-6747-5120,631148,대전 효자동 123-9,2종 보통,무,KB손해,10,95,99,91,A,
26_611,대전대리점,장병국,010-1057-6003,971210,대전 효자동 123-9,2종 보통,무,현대해상,2,97,90,97,C,
26_612,대전대리점,송지아,010-8672-8685,551098,대전 강남대로 100,1종 보통,무,현대해상,4,97,96,100,B,
26_613,대전대리점,장성우,010-5962-7081,951107,대전 효자동 123-9,2종 보통,무,DB손해,8,100,95,91,C,
26_614,대전대리점,박도현,010-8022-7515,831067,대전 강남대로 100,2종 보통,무,현대해상,9,93,97,95,B,
26_615,대전대리점,박도현,010-5692-2304,831214,대전 중앙9길 13,2종 보통,무,KB손해,5,99,90,97,C,
26_616,대전대리점,강지수,010-6595-5782,521181,대전 효자동 123-9,1종 보통,무,현대해상,5,92,97,95,A,
26_617,대전대리점,최이안,010-7509-8173,561046,대전 효자동 123-9,2종 보통,무,KB손해,8,97,99,93,B,
26_618,대전대리점,박도현,010-3557-1704,821174,대전 강남대로 100,1종 대형,무,KB손해,1,90,94,97,A,
26_619,대전대리점,장병국,010-4776-4064,821197,대전 중앙9길 13,2종 보통,무,DB손해,5,99,91,98,A,
26_620,대전대리점,장병국,010-8699-5434,831155,대전 효자동 123-9,2종 보통,무,KB손해,3,100,95,97,B,
26_621,대전대리점,이서준,010-6385-3290,671091,대전 강남대로 100,1종 대형,무,DB손해,6,90,96,96,A,
26_622,대전대리점,한서아,010-2506-5105,961001,대전 효자동 123-9,1종 대형,무,현대해상,5,95,91,98,B,
26_623,대전대리점,박도현,010-3648-8858,871158,대전 중앙9길 13,2종 보통,무,현대해상,4,99,97,95,C,
26_624,대전대리점,최이안,010-2756-6868,661105,대전 중앙9길 13,1종 대형,무,현대해상,2,97,100,93,B,
26_625,대전대리점,장성우,010-1202-7485,571193,대전 중앙9길 13,1종 보통,무,DB손해,2,91,94,96,C,
26_626,대전대리점,장병국,010-5677-3911,671098,대전 효자동 123-9,1종 대형,무,현대해상,3,98,98,94,B,
26_627,대전대리점,박도현,010-8249-6140,821069,대전 강남대로 100,1종 대형,무,현대해상,2,97,92,96,B,
26_628,대전대리점,송지아,010-4355-7083,781184,대전 강남대로 100,1종 보통,무,KB손해,5,96,91,96,B,
26_629,대전대리점,이서준,010-7596-2442,701133,대전 강남대로 100,1종 보통,무,현대해상,0,99,96,92,C,
26_630,대전대리점,이서준,010-2735-8041,691070,대전 강남대로 100,2종 보통,무,현대해상,4,94,99,91,C,
26_631,대전대리점,강지수,010-6981-6260,971158,대전 중앙9길 13,1종 보통,무,현대해상,9,90,95,98,A,
26_632,대전대리점,장병국,010-8625-3241,961202,대전 중앙9길 13,1종 대형,무,현대해상,8,98,98,97,C,
26_633,대전대리점,박도현,010-8164-3169,961208,대전 중앙9길 13,1종 보통,무,현대해상,8,94,96,98,B,
26_634,대전대리점,최이안,010-7021-9365,991123,대전 중앙9길 13,1종 대형,무,현대해상,6,91,96,96,B,
26_635,대전대리점,장성우,010-7767-6557,821090,대전 효자동 123-9,1종 대형,무,DB손해,4,99,96,95,A,
26_636,대전대리점,한서아,010-7874-3170,871124,대전 중앙9길 13,2종 보통,무,KB손해,1,100,99,91,A,
26_637,대전대리점,정하윤,010-1375-3679,791159,대전 중앙9길 13,1종 대형,무,현대해상,6,90,97,96,A,
26_638,대전대리점,장병국,010-8465-3192,791016,대전 강남대로 100,2종 보통,무,DB손해,7,92,98,96,B,
26_639,대전대리점,장성우,010-1702-7609,511072,대전 효자동 123-9,2종 보통,무,KB손해,7,93,90,98,B,
26_640,대전대리점,최이안,010-2124-7092,761123,대전 효자동 123-9,1종 보통,무,현대해상,3,97,98,91,C,
26_641,대전대리점,김민준,010-8210-8584,521119,대전 중앙9길 13,2종 보통,무,DB손해,2,95,100,98,C,
26_642,대전대리점,이서준,010-7783-1543,541161,대전 중앙9길 13,1종 보통,무,DB손해,1,94,97,94,A,
26_643,대전대리점,장병국,010-5766-6485,531062,대전 강남대로 100,2종 보통,무,현대해상,3,93,95,98,A,
26_644,대전대리점,송지아,010-1006-2403,701134,대전 중앙9길 13,1종 보통,무,현대해상,10,99,97,90,C,
26_645,대전대리점,강지수,010-8758-9191,811015,대전 효자동 123-9,1종 보통,무,현대해상,4,100,94,96,B,
26_646,대전대리점,장성우,010-5436-4625,601175,대전 효자동 123-9,1종 보통,무,DB손해,2,98,99,93,C,
26_647,대전대리점,장병국,010-4053-7762,511209,대전 중앙9길 13,1종 대형,무,DB손해,6,93,95,94,A,
26_648,대전대리점,한서아,010-8749-2032,981163,대전 중앙9길 13,2종 보통,무,현대해상,2,100,94,93,A,
26_649,대전대리점,박도현,010-2454-2529,531121,대전 강남대로 100,2종 보통,무,DB손해,0,93,95,96,B,
26_650,대전대리점,정하윤,010-8183-1097,951135,대전 중앙9길 13,1종 대형,무,현대해상,1,92,100,95,C,
26_651,대전대리점,박도현,010-8176-1925,511118,대전 효자동 123-9,2종 보통,무,KB손해,7,96,100,98,C,
26_652,대전대리점,최이안,010-9033-3934,851027,대전 효자동 123-9,1종 대형,무,DB손해,8,92,91,98,B,
26_653,대전대리점,장성우,010-3618-9463,521065,대전 중앙9길 13,1종 보통,무,KB손해,0,90,99,92,B,
26_654,대전대리점,김민준,010-6344-8744,551204,대전 중앙9길 13,1종 대형,무,KB손해,7,93,98,99,A,
26_655,대전대리점,강지수,010-9634-9787,711021,대전 효자동 123-9,2종 보통,무,DB손해,1,92,92,93,A,
26_656,대전대리점,한서아,010-4376-4573,751191,대전 중앙9길 13,1종 대형,무,현대해상,0,98,92,91,A,
26_657,대전대리점,장성우,010-2743-1543,501082,대전 중앙9길 13,2종 보통,무,DB손해,4,93,92,90,C,
26_658,대전대리점,장병국,010-5787-1306,771123,대전 중앙9길 13,2종 보통,무,DB손해,3,99,98,96,A,
26_659,대전대리점,송지아,010-9268-2823,671134,대전 강남대로 100,1종 보통,무,현대해상,4,94,90,100,A,
26_660,대전대리점,정하윤,010-6441-4334,791036,대전 중앙9길 13,2종 보통,무,현대해상,8,91,90,95,C,
26_661,대전대리점,한서아,010-2408-3448,511142,대전 강남대로 100,1종 대형,무,현대해상,0,100,90,97,B,
26_662,대전대리점,장병국,010-7717-7416,871110,대전 중앙9길 13,2종 보통,무,현대해상,0,98,99,97,A,
26_663,대전대리점,장성우,010-9371-1540,761189,대전 강남대로 100,1종 대형,무,KB손해,9,98,90,97,B,
26_664,대전대리점,정하윤,010-9778-3284,611098,대전 강남대로 100,1종 보통,무,KB손해,6,90,96,90,B,
26_665,대전대리점,이서준,010-6188-2414,781207,대전 중앙9길 13,2종 보통,무,DB손해,6,94,90,92,B,
26_666,대전대리점,강지수,010-5022-5208,641048,대전 강남대로 100,2종 보통,무,KB손해,8,98,94,93,B,
26_667,대전대리점,최이안,010-2009-3289,861194,대전 중앙9길 13,1종 대형,무,현대해상,3,90,90,91,B,
26_668,대전대리점,강지수,010-9910-7564,541130,대전 효자동 123-9,1종 보통,무,KB손해,4,97,94,94,C,
26_669,대전대리점,한서아,010-5273-4375,551136,대전 중앙9길 13,1종 대형,무,KB손해,10,91,99,91,C,
26_670,대전대리점,이서준,010-9949-4719,991058,대전 효자동 123-9,1종 대형,무,KB손해,0,97,92,95,C,
26_671,대전대리점,장병국,010-1204-9403,821158,대전 중앙9길 13,1종 보통,무,DB손해,0,95,93,94,C,
26_672,대전대리점,장병국,010-8631-8035,541130,대전 중앙9길 13,1종 보통,무,KB손해,9,93,92,96,B,
26_673,대전대리점,정하윤,010-4212-6775,531218,대전 효자동 123-9,2종 보통,무,DB손해,2,96,97,99,A,
